detector,lodo_dataset,learning_target,distance_method,dual_ranking_method,target_column,preference_regions_enabled,n_preference_regions,preference_accuracy_weights,kendall_accuracy,spearman_accuracy,kendall_runtime,spearman_runtime,kendall_internal_target_WACC_0p1_WRT_0p9,spearman_internal_target_WACC_0p1_WRT_0p9,kendall_internal_target_WACC_0p3_WRT_0p7,spearman_internal_target_WACC_0p3_WRT_0p7,kendall_internal_target_WACC_0p5_WRT_0p5,spearman_internal_target_WACC_0p5_WRT_0p5,kendall_internal_target_WACC_0p7_WRT_0p3,spearman_internal_target_WACC_0p7_WRT_0p3,kendall_internal_target_WACC_0p9_WRT_0p1,spearman_internal_target_WACC_0p9_WRT_0p1,kendall_internal_target,spearman_internal_target,n_selected_from_WACC_0p1_WRT_0p9_at_20,n_selected_from_WACC_0p3_WRT_0p7_at_20,n_selected_from_WACC_0p5_WRT_0p5_at_20,n_selected_from_WACC_0p7_WRT_0p3_at_20,n_selected_from_WACC_0p9_WRT_0p1_at_20,n_heldout_configs,n_real_pareto_points,n_real_pareto_layers,acc_fast,rt_fast,acc_accurate,rt_accurate,kendall_pareto_all,spearman_pareto_all,mean_exact_r2_selected_at_20,mean_r2_gap_selected_at_20,metrics_available_at_20,n_selected_at_20,gd_plus_at_20,mn_pd_at_20,top_5pct_npd_hit_rate_at_20,top_10pct_npd_hit_rate_at_20,igd_plus_at_20,aec_at_20,rec_at_20,pec_w0p5_at_20,acc_s_at_20,rt_s_at_20,kendall_pareto_best_region,spearman_pareto_best_region,kendall_pareto_WACC_0p1_WRT_0p9,spearman_pareto_WACC_0p1_WRT_0p9,kendall_pareto_WACC_0p3_WRT_0p7,spearman_pareto_WACC_0p3_WRT_0p7,kendall_pareto_WACC_0p5_WRT_0p5,spearman_pareto_WACC_0p5_WRT_0p5,kendall_pareto_WACC_0p7_WRT_0p3,spearman_pareto_WACC_0p7_WRT_0p3,kendall_pareto_WACC_0p9_WRT_0p1,spearman_pareto_WACC_0p9_WRT_0p1
D3,Electricity,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.636332287410558,0.7971007399412097,0.2318624604449185,0.3242141604907728,0.25865888096655476,0.38422291850065443,0.4690325709117707,0.6507834269834873,0.47457519873183135,0.6484070557047437,0.4140922796931267,0.5609456603241736,4,4,4,4,4,3151,4,87,0.7826086956521737,1.0,1.0,0.6242893948718746,-0.009794742913476784,-0.01642980287566188,0.11000273582743536,0.04977751014345359,True,20,0.21738034018453933,0.20232558139534884,0.2,0.4,0.1215956734467479,0.1999999999999997,1.0,0.5999999999999999,0.8260869565217389,1.0,-0.11878756020503459,-0.166371639274483,0.36016390189901776,0.4757145691167266,0.29431805585305265,0.3993978744658181,0.008995637915240358,0.002387755216155057,-0.3450416091530856,-0.468759899856185,-0.3674097010816091,-0.4908893133208242
D3,ForestCovertype,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.5904707612246033,0.752965200555284,0.5938354084076422,0.7557487771260368,0.5310380132281154,0.7238777469178618,0.5936368532178798,0.782869503941858,0.6219374423847746,0.7873940314513583,0.586183695692603,0.7605710519984797,4,4,4,4,4,1362,21,100,0.2058823529411763,1.0,1.0,0.0212540825291768,-0.07625843815490951,-0.10621938514546236,0.13975959977497668,0.024845647546653596,True,20,0.0664859595279451,0.13838383838383836,0.2,0.55,0.05724164338493122,0.8518518518518521,0.9452767673735476,0.8985643096126998,0.8823529411764708,0.9464398594760536,0.1577712795162291,0.23919210010378053,0.1428261138318797,0.2067166848937139,0.04131533338792964,0.0630554977945015,-0.24701790085797373,-0.350713434844471,-0.16938830069925243,-0.2392710483419538,-0.1490274364371308,-0.21088462522910245
D3,GasSensor,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.5325472495854903,0.7003962865071626,0.04564652592995906,0.0658988686068458,0.17110307592942403,0.26125761416937554,0.45484471945203103,0.6198876314242484,0.47955513796627175,0.6535103764727326,0.33673934177263526,0.46019015543607295,4,4,4,4,4,2193,13,44,0.1944444444444445,1.0,1.0,0.0,-0.019583874759836122,-0.030742074371775573,0.1622457830747408,0.04094812748728205,True,20,0.12886397077288986,0.21627906976744188,0.05,0.1,0.12760774508588832,0.9310344827586209,0.9361151919122714,0.9335748373354462,0.9444444444444446,0.9361151919122714,0.09575937747760958,0.1404794641717633,0.27522685336275565,0.3719645396669688,0.30432938686276073,0.4135824132013827,-0.15897789790201614,-0.236348131761572,-0.24318473031300789,-0.33022869090640466,-0.27531298580967295,-0.37268050205925274
D3,PokerHand,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.5761664176482509,0.7477580307802161,0.4633552623428829,0.6198829531176563,-0.08510279872480096,-0.13217690575923735,-0.09116377134398174,-0.11984046967845982,0.27283076041532345,0.3946439452273143,0.22721717406753492,0.30205351073749787,4,4,4,4,4,2018,19,216,0.1549295774647887,1.0,1.0,0.5932337400662006,-0.008371693077817554,-0.015125825534372205,0.06917400939082276,0.019982578219392443,True,20,0.18382172112400536,0.39511627906976743,0.25,0.45,0.053001890955265314,0.9833333333333334,0.8814183903109329,0.9323758618221332,0.9859154929577464,0.9517650021298486,-0.03081530516931075,-0.047215643016689256,0.32950475409676977,0.4623142445692412,0.254181777590556,0.3624686669998687,-0.11348311550815007,-0.16930368620396136,-0.2530786117474116,-0.36341204154871964,-0.2589832698208519,-0.36769631148828985
D3,RialtoBridgeTimelapse,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7091881858326552,0.8716667652350713,0.5871804416272443,0.7594464715353362,0.3120735833915699,0.4512416828797536,0.5619790405713981,0.7589269510258881,0.6817574068904843,0.8560862258165824,0.5704357316626704,0.7394736192985263,4,4,4,4,4,3646,14,163,0.108108108108108,1.0,1.0,0.576404595172558,-0.10394326787227567,-0.13980972286226076,0.1211468331858874,0.026315616029560812,True,20,0.21943907421492712,0.34814814814814815,0.45,0.55,0.0731835583612052,0.909090909090909,1.0,0.9545454545454545,0.9189189189189187,1.0,-0.026658634932343904,-0.04037152824310692,0.4839434478284134,0.6421760646698921,0.24143283426273715,0.3499512901349551,-0.3640915074967781,-0.509113494974878,-0.44286213683011244,-0.5941851896398256,-0.4381389771256384,-0.5878772845014474
D3,SensorStream,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.19283039164504756,0.27731528074875866,0.4178888421729395,0.5778864339720972,0.5389140519390989,0.7168809029640626,0.6790126574448563,0.849011100898865,0.7050610838743616,0.8641257134030542,0.5067414054152607,0.6570438863973675,4,4,4,4,4,1862,20,173,0.0576923076923076,1.0,1.0,0.1299270154231833,0.16524594842718504,0.21927241890367757,0.16985408766414128,0.024850173599790776,True,20,0.12585086303806237,0.13953488372093023,0.6,0.75,0.07096591311086262,0.9387755102040818,0.9078413536111597,0.9233084319076208,0.9423076923076924,0.9198152514819022,0.06589016977865357,0.0982608718614457,-0.4333386236679736,-0.5957240860168815,-0.0656090428434477,-0.11941783349075398,0.4265480819347513,0.5874335194442117,0.44678981120374,0.607648659594449,0.4518395155088553,0.6164218349873625
IBDD,Electricity,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7200599765657019,0.8820309342208095,0.7164998739832443,0.8862369546620459,0.6579887557128236,0.845385187762642,0.23245327108505562,0.3563389473361047,0.1817477787795176,0.28569418294781507,0.5017499312252686,0.6511372413858834,4,4,4,4,4,3035,7,383,0.6785714285714283,1.0,1.0,0.6419656258679005,0.3947307080351727,0.48728750951819466,0.1389354561683268,0.08495745502653859,True,20,0.20581131220432308,0.06832460732984294,0.65,0.75,0.17352794880439473,0.22222222222222227,1.0,0.6111111111111112,0.7499999999999998,1.0,0.4752017297298739,0.6240685482025702,0.6532477188871574,0.8080811141573077,0.6448178958635064,0.8084119015738839,0.61648207457189,0.7881222659959451,0.13848733739567182,0.16470484659982343,-0.07938148654236193,-0.13288258073598727
IBDD,ForestCovertype,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7312533290927439,0.9020891080950684,0.674344082791917,0.8668421989963255,0.5434694864776962,0.735935058341915,0.37479697496058273,0.5220063406315599,0.41357683213648433,0.5891490950715196,0.5474881410918849,0.7232043602272776,4,4,4,4,4,1324,17,154,0.0689655172413793,1.0,1.0,0.2197013291513858,0.2668834208964836,0.3687467230748569,0.1686778996397894,0.03327235512221691,True,20,0.10471348498393948,0.16470588235294117,0.55,0.7,0.06630947814301065,0.8518518518518517,0.8271669882152037,0.8395094200335278,0.8620689655172413,0.8651386306255606,0.3677604099420505,0.5097880977311894,0.43547692484139267,0.5985888365475411,0.46184438147308476,0.6323981773559838,0.4429980360468845,0.6114620455297398,0.04889639492253261,0.0774983946270615,-0.054798632801476475,-0.07621383868604181
IBDD,GasSensor,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.5883072526600502,0.7397384855266327,0.6574561292601664,0.8168568432292601,0.427531860841492,0.572499484139432,0.2208526553457671,0.32340843385452267,0.4994474116918182,0.682845200179007,0.47871906195985875,0.6270696893857709,4,4,4,4,4,3021,14,172,0.2222222222222222,1.0,1.0,0.0,0.23006175064360831,0.3128407430268139,0.19101332685149863,0.0640090359941323,True,20,0.1317097415444775,0.1286549707602339,0.45,0.75,0.12723842669867297,0.6428571428571426,1.0,0.8214285714285713,0.722222222222222,1.0,0.4055128838192537,0.5689866873294251,0.3215246813054404,0.4259394558636471,0.3655727047202983,0.49548620842398816,0.4368400562856797,0.5972034737842279,0.08137156948939121,0.11356570085914244,-0.05500025858276792,-0.06799112379693593
IBDD,PokerHand,distance,apd,not_applicable,regional_targets,True,5,0.1|0.3|0.5|0.7|0.9,,,,,0.7091834577380977,0.8805774439074612,0.7031005123921282,0.8782646777019589,0.6530780921558154,0.8439186738108447,0.03953868223775055,0.03830514423138785,-0.14022548804950372,-0.18527760349332895,0.3929350512948576,0.49115766723166476,4,4,4,4,4,2080,15,913,0.1136363636363637,1.0,1.0,0.3394954230160151,0.30891514773602124,0.372908213556744,0.08439918723347678,0.011467273446213316,True,20,0.12679021363898407,0.27768640350877194,0.6,0.6,0.03125637774215292,0.948717948717949,0.8864094707669026,0.9175637097424258,0.9545454545454548,0.924972935539506,0.18924071116780847,0.27269739842900603,0.6861648397227631,0.8567175999024081,0.6773554380832125,0.8521596704849351,0.6342560953207891,0.8228289465784981,0.007794640751036297,-0.011181488359988447,-0.4609952751976947,-0.6559836608221332
