index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,window_size,ev_threshold,delta,divergence_metric,sample_period,online_scaling
0,0.2307681440631816,0.9542696989999412,4784,3023,0.1013944916715845,0.7500164767168462,intersection,0.0699316334538161,False
1,0.2389602396514168,0.9510190881192764,4887,3126,0.0061316673906895,0.6745751717261778,intersection,0.0637970067670428,False
2,0.2399212145969506,0.9499738393003176,4930,2719,0.0484104137155276,0.6252898563029158,intersection,0.0681402331035826,False
3,0.2415076388888896,0.9493321883802736,4932,3347,0.0226048953945648,0.6539643767347035,intersection,0.0630146467229368,False
4,0.2504720520152508,0.9458471675496242,4311,1246,0.1231492056781426,0.8229256595410407,intersection,0.0958854939695447,False
5,0.2539660675381268,0.9448950473790612,2668,2987,0.0161504855789244,0.9768237023148686,intersection,0.0193156776949763,False
6,0.2557892429193903,0.9420448293007564,3716,1580,0.0247222772669047,0.5140839826930315,intersection,0.0966421692725271,False
7,0.2562279003267978,0.941650413018912,3533,1737,0.1579639301855877,0.4445095474817916,intersection,0.0935352695625606,False
8,0.2570708605664492,0.940785902749362,4861,1562,0.2125247100209817,0.6047506052870303,intersection,0.0997568316012621,False
9,0.2645752723311549,0.9376266830921588,3938,1575,0.1998975909985602,0.3477656375207007,intersection,0.0943185706809163,False
10,0.273144383169935,0.9330456678565632,1806,4323,0.0066384732518345,0.0871796910334378,intersection,0.0199321117717772,False
11,0.2817543368736385,0.9250192691443626,1726,3701,0.0030594744538633,0.0164895368728011,intersection,0.0201164321829999,False
12,0.2887089460784313,0.9220077622715868,1849,2125,0.0608082815604284,0.0064767236635088,intersection,0.0448882368858903,False
13,0.2904271037581702,0.9214688338158088,4778,2324,0.0722195771913868,0.1141702662422576,intersection,0.0266748852424976,False
14,0.3040909994553378,0.918184767073994,1723,1569,0.2237070399149641,0.0164895368728011,intersection,0.044461467330903,False
15,0.3081762867647059,0.9142679024763488,1645,1383,0.0036344464381772,0.0125082284055657,intersection,0.0631190758963706,False
16,0.3103878744553378,0.912079897854846,1651,1125,0.0030594744538633,0.0164895368728011,intersection,0.0585631578190425,False
17,0.3156866693899783,0.9057819522200616,1441,967,0.2772764409655063,0.0375016493715326,intersection,0.0270229335331304,False
18,0.5479795411220039,0.746732824168881,4230,75,0.2010524412115419,0.0028086626215917,intersection,0.0550548570154422,True
19,0.5552851171023959,0.7430074275128933,3949,93,0.2789396085318357,0.0032675796337339,intersection,0.0598585963892569,True
