source,accuracy_estimation,runtime_estimation,ACCURACY,RUNTIME,Status,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
benchmark_pareto,0.91,1.0,0.91,0.0,Completed,606,2832,3525,0.329,0.308,9.344,t-test,bounded,1
benchmark_max_rt,,9380.0,,4564.0,Completed,3876,25,2144,0.955,0.669,8.125,ks-test,bounded,3
benchmark_min_acc,0.91,,0.91,,Completed,2870,422,4250,0.374,0.762,6.643,str('t-test'),str('bounded'),3
paper_default,-1.0,-1.0,0.91,419.0,Completed,10,10,10,0.8,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,414.0,Completed,10,10,10,0.8,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,408.0,Completed,10,10,10,0.7,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,412.0,Completed,10,10,10,0.7,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,416.0,Completed,100,10,10,0.8,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,408.0,Completed,100,10,10,0.8,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,424.0,Completed,100,10,10,0.7,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,413.0,Completed,100,10,10,0.7,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,409.0,Completed,2000,10,10,0.8,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,412.0,Completed,2000,10,10,0.8,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,415.0,Completed,2000,10,10,0.7,0.01,1.0,t-test,bounded,2
paper_default,-1.0,-1.0,0.91,404.0,Completed,2000,10,10,0.7,0.01,1.0,t-test,bounded,2
recommendation_system,0.2784722222222222,0.7229713171513923,0.91,0.0,Completed,316,4196,3891,0.8539828386574576,0.891382971205934,7.154631800122109,t-test,bounded,1
recommendation_system,0.2813888888888888,0.7203382219065049,0.91,0.0,Completed,142,4196,3528,0.8759946731899023,0.891382971205934,4.477622616645424,t-test,bounded,1
recommendation_system,0.2818055555555555,0.7180365691264177,0.91,0.0,Completed,522,4077,3528,0.9067522689384796,0.891382971205934,7.154631800122109,t-test,bounded,1
recommendation_system,0.2834722222222222,0.7148772431931016,0.91,0.0,Completed,207,3692,3528,0.9214383138859834,0.891382971205934,7.154631800122109,t-test,bounded,1
recommendation_system,0.2895833333333333,0.7121442766981226,0.91,0.0,Completed,142,4097,3402,0.9214383138859834,0.891382971205934,1.7093594824774414,t-test,bounded,1
recommendation_system,0.2929166666666667,0.711617725608773,0.91,0.0,Completed,142,4097,3528,0.9214383138859834,0.891382971205934,1.7093594824774414,t-test,bounded,1
recommendation_system,0.3150771604938271,0.7015038804306205,0.91,0.0,Completed,316,4077,3787,0.9691791468175384,0.891382971205934,0.6769960872631064,ks-test,bounded,1
recommendation_system,0.3245216049382715,0.695640201255344,0.91,0.0,Completed,310,4117,1984,0.9921424672159004,0.891382971205934,0.6441897585308144,ks-test,bounded,1
recommendation_system,0.34429012345679,0.6824994883629103,0.91,0.0,Completed,142,4150,459,0.9594183512029526,0.9241811774346378,0.3806387360212666,ks-test,bounded,1
recommendation_system,0.2784722222222222,0.7223006373151702,0.91,0.0,Completed,316,4196,3402,0.8759946731899023,0.891382971205934,7.154631800122109,t-test,bounded,1
recommendation_system,0.2788888888888888,0.7181149151663246,0.91,0.0,Completed,207,4097,3528,0.9214383138859834,0.891382971205934,7.154631800122109,t-test,bounded,1
recommendation_system,0.2788888888888888,0.7181149151663246,0.91,0.0,Completed,204,4097,3528,0.9214383138859834,0.891382971205934,7.154631800122109,t-test,bounded,1
recommendation_system,0.2818055555555555,0.7180019800962646,0.91,0.0,Completed,316,4097,3528,0.9067522689384796,0.891382971205934,7.154631800122109,t-test,bounded,1
recommendation_system,0.2836111111111111,0.7120629319384378,0.91,0.0,Completed,316,3692,3402,0.9170791034782988,0.5722613367670315,6.846691454394043,t-test,bounded,1
recommendation_system,0.2929166666666667,0.71153297696131,0.91,0.0,Completed,142,4097,3528,0.9170791034782988,0.891382971205934,1.714835015399362,t-test,bounded,1
recommendation_system,0.3128549382716049,0.7027708367659852,0.91,0.0,Completed,207,4097,3528,0.9214383138859834,0.9241811774346378,0.6769960872631064,ks-test,bounded,1
recommendation_system,0.313966049382716,0.7001486612103172,0.91,0.0,Completed,142,4196,3528,0.9214383138859834,0.891382971205934,0.6769960872631064,ks-test,bounded,1
recommendation_system,0.3243827160493827,0.6966772579254307,0.91,0.0,Completed,207,4196,1633,0.9214383138859834,0.9066369987960232,0.6769960872631064,ks-test,bounded,1
recommendation_system,0.3349845679012345,0.6852809503610373,0.91,0.0,Completed,178,4196,459,0.9170791034782988,0.9241811774346378,0.3806387360212666,ks-test,bounded,1
recommendation_system,0.3415123456790123,0.6734779811694928,0.91,0.0,Completed,247,4431,411,0.9921424672159004,0.9241811774346378,0.6441897585308144,ks-test,bounded,1
