index,predicted_transformed_accuracy,predicted_transformed_runtime,recent_samples_size,batch_size,detection_buf_size,overlap,alpha,gamma,statistical_test,approximation_type,subset_bound
0,0.6872222222222223,0.7084314222051991,1321,4632,1863,0.8797911090846477,0.0956987400267274,6.881853651875982,t-test,bounded,1
1,0.69375,0.6972452696163508,2224,4098,3266,0.5828487011933673,0.6101787340143032,5.5708071121934175,t-test,bounded,1
2,0.7075,0.6919396861938051,3028,4096,3522,0.4320365338753908,0.2977109365370124,4.1183606250016025,t-test,bounded,1
3,0.7132870370370371,0.6770461458086029,2451,4170,4275,0.7224665045905858,0.9348219825085252,5.418322303422728,t-test,bounded,1
4,0.7317592592592593,0.5589217289842112,1880,3911,4800,0.8048160413572835,0.9663086916220988,6.503913839586521,ks-test,bounded,3
5,0.7333796296296295,0.3829580459937192,126,4680,355,0.1836658889676403,0.9648905168309136,1.4355720526690978,ks-test,bounded,32
6,0.7333796296296295,0.3829580459937192,126,4680,355,0.18616987827118,0.9648905168309136,1.4355720526690978,ks-test,bounded,32
7,0.7353086419753087,0.3779355885103563,4684,4695,556,0.1836658889676403,0.9648905168309136,1.4355720526690978,ks-test,bounded,32
8,0.6784722222222223,0.6998855633118426,1061,4465,940,0.7707514032628388,0.3152917203642428,6.588887397252956,t-test,bounded,1
9,0.7292592592592594,0.6503758349974137,2584,4862,4813,0.5669767268834514,0.9844038146008168,4.392416711218207,ks-test,bounded,1
10,0.7304166666666667,0.3712320447484282,1231,4816,1329,0.1096774693895131,0.96789933944121,2.267991938697174,t-test,bounded,37
11,0.7330555555555556,0.3606091722934544,1231,4816,1329,0.1096774693895131,0.96789933944121,2.267991938697174,ks-test,bounded,37
12,0.4083333333333333,0.6950642560835566,1321,4632,1863,0.8797911090846477,0.0956987400267274,6.881853651875982,t-test,full,1
13,0.4266203703703703,0.6902478795110035,2775,4757,4389,0.9016980176808088,0.9103893763465608,4.835478773957121,ks-test,full,1
14,0.4315277777777778,0.671526329359243,1061,4465,940,0.7707514032628388,0.3152917203642428,6.588887397252956,ks-test,full,1
15,0.7237037037037037,0.6609479760520922,2775,4757,4389,0.9016980176808088,0.9103893763465608,4.835478773957121,ks-test,bounded,1
16,0.7241203703703702,0.634143352156556,2584,4862,4813,0.5669767268834514,0.9844038146008168,4.392416711218207,t-test,bounded,1
17,0.7264814814814815,0.5448109147346855,2935,4193,4141,0.6637099450149023,0.7294720762579346,5.436825648308582,ks-test,bounded,3
18,0.7273148148148149,0.4759671783867886,2170,4211,4449,0.7139114459931618,0.9073226109432486,5.594505473178472,ks-test,bounded,5
19,0.7286111111111111,0.4550495154019194,3823,4955,4344,0.3706183580346405,0.332556693226099,2.1786628511464223,ks-test,bounded,4
